"host_id","host_is_superhost","host_identity_verified","host_has_profile_pic","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_listings_count","review_scores_communication","price"
30895980,"f","t","t","2015-04-09","a few days or more","0%","N/A",3,4.96,220
403032,"t","t","t","2011-02-21","within a few hours","100%","80%",1,4.93,124
58896882,"f","t","t","2016-02-15","N/A","N/A","100%",1,4.8,90
10725397,"f","t","t","2013-12-20","N/A","N/A","N/A",1,NA,NA
9293730,"t","t","t","2013-10-07","within an hour","100%","68%",47,4.88,153
220574429,"f","t","t","2018-10-14","within a day","73%","84%",7,3.67,181
18041691,"f","t","t","2014-07-13","N/A","N/A","N/A",1,5,NA
3588028,"f","t","t","2012-09-16","N/A","N/A","N/A",1,4.94,NA
190768535,"","t","t","2018-05-21","within a few hours","100%","100%",5,NA,40
532431438,"f","t","t","2023-08-17","N/A","N/A","N/A",1,NA,75
44772065,"t","t","t","2015-09-21","N/A","N/A","N/A",1,4.76,206
135710202,"","t","t","2017-06-18","within an hour","100%","57%",7,4.84,69
206642978,"f","t","t","2018-08-01","within an hour","100%","100%",2,5,150
160940380,"t","t","t","2017-12-02","within an hour","100%","100%",1,4.9,400
190870582,"f","t","t","2018-05-21","within a few hours","100%","100%",1,4.78,87
203890641,"f","t","t","2018-07-21","within an hour","94%","100%",3,NA,87
14933692,"f","f","t","2014-04-30","N/A","N/A","N/A",1,5,NA
334592074,"t","f","t","2020-02-08","within a few hours","100%","72%",3,4.99,55
291026998,"f","f","t","2019-09-02","N/A","N/A","N/A",4,NA,92
68578384,"f","t","t","2016-04-23","N/A","N/A","N/A",1,NA,70
156168934,"f","t","t","2017-10-25","N/A","N/A","N/A",2,5,500
145436974,"f","t","t","2017-08-11","within a day","100%","N/A",1,NA,130
299361829,"t","t","t","2019-10-01","within a day","100%","100%",1,5,80
548551591,"f","t","t","2023-11-28","within an hour","100%","85%",2,4.95,92
342002500,"f","t","t","2020-03-18","within an hour","90%","78%",5,4.82,58
3849776,"t","t","t","2012-10-12","within a day","90%","53%",3,5,NA
385091169,"f","t","t","2021-01-18","within a day","64%","54%",4,5,259
3627786,"t","t","t","2012-09-20","within a few hours","100%","67%",1,5,114
1024891,"t","t","t","2011-08-26","within an hour","100%","77%",5,5,42
228879817,"t","t","t","2018-12-03","within an hour","100%","99%",7,4.93,88
395223655,"f","t","t","2021-04-02","within a few hours","100%","90%",4,5,41
510043836,"f","t","t","2023-04-14","within a few hours","100%","100%",1,NA,40
448706949,"f","t","t","2022-03-09","within a day","50%","N/A",2,NA,90
401937392,"f","t","t","2021-05-16","within an hour","100%","78%",5,4.91,133
14053530,"f","t","t","2014-04-08","within an hour","100%","100%",3,NA,NA
47151333,"f","t","t","2015-10-22","N/A","N/A","N/A",1,4.92,NA
30895980,"f","t","t","2015-04-09","a few days or more","0%","N/A",3,NA,165
2930761,"t","f","t","2012-07-14","within a few hours","100%","93%",11,4.45,62
577762228,"","t","t","2024-05-15","within an hour","100%","88%",11,5,109
30494262,"f","t","t","2015-04-02","N/A","N/A","N/A",1,5,NA
31500454,"f","t","t","2015-04-19","N/A","N/A","N/A",1,NA,NA
6623402,"f","t","t","2013-05-28","N/A","N/A","N/A",1,5,NA
30312537,"f","t","t","2015-03-30","N/A","N/A","N/A",1,NA,NA
4464205,"f","t","t","2012-12-22","N/A","N/A","N/A",2,5,NA
99245631,"f","f","t","2016-10-11","N/A","N/A","N/A",1,5,NA
5367097,"f","t","t","2013-03-07","N/A","N/A","N/A",1,NA,NA
365693343,"f","t","t","2020-09-03","N/A","N/A","100%",1,4.76,80
446820235,"f","t","t","2022-02-25","within an hour","100%","70%",4396,NA,334
327961860,"f","t","t","2020-01-16","N/A","N/A","0%",3,5,65
68225611,"f","t","t","2016-04-21","N/A","N/A","N/A",1,4.89,99
43714712,"t","t","t","2015-09-08","within a few hours","100%","100%",1,NA,137
17371022,"f","t","t","2014-06-28","N/A","N/A","N/A",1,NA,212
50473263,"f","f","t","2015-12-03","N/A","N/A","N/A",1,NA,NA
39084892,"f","t","t","2015-07-20","N/A","N/A","N/A",1,4.87,NA
14586567,"f","t","t","2014-04-22","N/A","N/A","N/A",1,NA,NA
139638096,"f","f","t","2017-07-10","N/A","N/A","N/A",1,NA,NA
493024482,"f","t","t","2022-12-27","within a few hours","94%","72%",18,NA,47
500886235,"f","f","f","2023-02-13","N/A","N/A","N/A",1,NA,100
130186732,"t","t","t","2017-05-13","within an hour","100%","100%",1,4.86,90
41429901,"f","t","t","2015-08-14","within an hour","100%","92%",2,NA,218
493024482,"f","t","t","2022-12-27","within a few hours","94%","72%",18,NA,52
271784048,"f","t","t","2019-06-27","N/A","N/A","100%",1,4.93,90
424289139,"f","t","t","2021-09-23","within a few hours","83%","100%",3,4.83,58
228879817,"t","t","t","2018-12-03","within an hour","100%","99%",7,4.88,89
577762228,"","t","t","2024-05-15","within an hour","100%","88%",11,4.9,121
1234135,"t","t","t","2011-10-01","within a few hours","100%","100%",4,4.89,85
86233928,"t","f","t","2016-07-27","a few days or more","0%","100%",2,4.88,220
83076610,"f","t","t","2016-07-11","N/A","N/A","N/A",1,5,155
185889529,"f","t","t","2018-04-23","within an hour","90%","92%",5,4.82,85
228858,"t","t","t","2010-09-08","within a day","100%","40%",1,4.98,200
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,1211
42048042,"t","t","t","2015-08-20","within a few hours","100%","100%",1,4.67,225
446820235,"f","t","t","2022-02-25","within an hour","100%","70%",4396,NA,334
162280872,"f","t","t","2017-12-11","within an hour","100%","82%",242,NA,220
3223938,"f","t","t","2012-08-11","within an hour","99%","23%",727,NA,46
428705707,"f","t","t","2021-10-23","within a few hours","84%","91%",2,4.94,109
374799676,"f","t","t","2020-11-07","within a day","100%","100%",5,4.74,85
3223938,"f","t","t","2012-08-11","within an hour","99%","23%",727,5,36
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,37
387493702,"f","t","t","2021-02-06","a few days or more","0%","N/A",2,5,NA
245002893,"f","t","t","2019-02-23","N/A","N/A","N/A",3,4.44,75
214332639,"f","f","t","2018-09-08","N/A","N/A","N/A",1,4.98,NA
1024891,"t","t","t","2011-08-26","within an hour","100%","77%",5,5,NA
504078967,"t","f","t","2023-03-05","within a day","88%","100%",2,NA,55
50116334,"f","t","t","2015-11-29","N/A","N/A","N/A",1,NA,NA
138526119,"f","f","t","2017-07-04","N/A","N/A","N/A",2,5,189
304460696,"f","t","t","2019-10-25","N/A","N/A","88%",1,4.94,194
536846112,"f","t","f","2023-09-12","N/A","N/A","N/A",1,NA,200
27294359,"f","t","t","2015-02-06","within a few hours","100%","100%",1,NA,42
271094799,"t","t","t","2019-06-24","within an hour","100%","100%",1,4.89,82
104351616,"f","f","t","2016-11-19","N/A","N/A","N/A",1,NA,NA
20954844,"f","f","t","2014-09-04","N/A","N/A","N/A",1,NA,NA
107649924,"f","t","t","2016-12-18","a few days or more","0%","100%",1,NA,425
158212655,"f","t","t","2017-11-10","N/A","N/A","N/A",2,4.5,NA
158552987,"f","t","t","2017-11-13","N/A","N/A","N/A",1,5,NA
7809661,"f","t","t","2013-07-29","N/A","N/A","N/A",1,NA,NA
9250609,"f","t","t","2013-10-05","N/A","N/A","N/A",1,NA,NA
72196680,"f","f","t","2016-05-15","N/A","N/A","N/A",1,NA,NA
211034625,"f","f","t","2018-08-21","N/A","N/A","N/A",2,4.76,NA
513252528,"f","t","t","2023-05-05","within a day","100%","71%",4,4.84,279
117086989,"f","t","t","2017-02-19","N/A","N/A","N/A",1,NA,NA
192583202,"f","t","t","2018-05-30","N/A","N/A","N/A",1,NA,NA
17923141,"f","t","t","2014-07-10","N/A","N/A","N/A",1,5,NA
88988332,"f","f","t","2016-08-09","N/A","N/A","N/A",1,NA,NA
39828340,"f","t","t","2015-07-28","N/A","N/A","N/A",1,NA,NA
17495586,"f","f","t","2014-07-01","N/A","N/A","20%",2,5,NA
428761064,"f","t","t","2021-10-24","N/A","N/A","N/A",1,NA,NA
204704622,"f","t","t","2018-07-24","within a few hours","95%","69%",259,NA,NA
459799300,"f","t","f","2022-05-18","N/A","N/A","N/A",1,NA,NA
118049106,"f","t","t","2017-02-25","N/A","N/A","N/A",1,NA,NA
24009362,"f","t","t","2014-11-21","a few days or more","0%","N/A",2,NA,NA
57044398,"f","t","t","2016-02-01","N/A","N/A","N/A",1,NA,NA
2219255,"t","t","t","2012-04-25","within an hour","100%","88%",9,NA,NA
25419685,"t","t","t","2014-12-31","within an hour","100%","100%",1,5,NA
60351850,"t","f","t","2016-02-25","within an hour","100%","100%",1,4.95,130
59795431,"f","t","t","2016-02-21","N/A","N/A","100%",2,4.33,55
7239125,"f","t","t","2013-07-02","N/A","N/A","N/A",1,5,NA
2423751,"f","t","t","2012-05-20","N/A","N/A","N/A",1,NA,NA
594022889,"f","t","t","2024-08-03","within a few hours","79%","N/A",1,NA,300
296574695,"f","t","t","2019-09-20","N/A","N/A","N/A",3,NA,NA
40336824,"f","t","t","2015-08-03","N/A","N/A","N/A",1,5,NA
10133373,"f","t","t","2013-11-19","N/A","N/A","N/A",1,NA,NA
4516038,"f","t","t","2012-12-28","N/A","N/A","N/A",1,5,NA
9368118,"f","f","t","2013-10-11","N/A","N/A","N/A",1,NA,NA
25605887,"t","t","t","2015-01-04","within an hour","100%","100%",2,NA,NA
20161085,"f","f","t","2014-08-17","within a day","100%","100%",4,NA,65
81534600,"f","t","t","2016-07-03","within an hour","100%","100%",2,4.89,102
419357885,"f","t","t","2021-08-20","within a few hours","100%","92%",2,NA,499
146741271,"f","t","t","2017-08-19","N/A","N/A","N/A",1,5,NA
146656172,"f","t","t","2017-08-18","N/A","N/A","N/A",1,5,NA
274615416,"f","f","t","2019-07-08","N/A","N/A","N/A",1,4.92,NA
88774551,"f","f","t","2016-08-08","N/A","N/A","N/A",1,5,NA
296574695,"f","t","t","2019-09-20","N/A","N/A","N/A",3,5,NA
508184140,"f","t","t","2023-04-02","within a few hours","90%","100%",2,5,189
3223938,"f","t","t","2012-08-11","within an hour","99%","23%",727,NA,NA
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,NA
1495090,"f","t","t","2011-12-11","N/A","N/A","100%",1,4.94,NA
56102179,"f","t","t","2016-01-25","N/A","N/A","N/A",1,NA,NA
22927646,"f","t","t","2014-10-24","N/A","N/A","N/A",1,NA,NA
12104046,"t","t","t","2014-02-10","within an hour","100%","100%",2,4.97,110
176279414,"f","t","t","2018-03-02","within an hour","100%","100%",1,4.97,110
491204291,"f","t","t","2022-12-12","N/A","N/A","N/A",1,5,NA
423200663,"t","t","t","2021-09-15","within an hour","100%","100%",2,NA,NA
41560662,"f","t","t","2015-08-15","N/A","N/A","N/A",1,5,NA
220305458,"f","t","t","2018-10-12","within a few hours","100%","N/A",3,NA,60
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,62
22699146,"t","t","t","2014-10-19","within an hour","100%","94%",3,4.97,129
303784261,"f","t","t","2019-10-21","within an hour","100%","0%",1,4.62,62
3223938,"f","t","t","2012-08-11","within an hour","99%","23%",727,NA,39
586894062,"f","t","f","2024-07-01","N/A","N/A","N/A",1,NA,199
34906299,"f","f","t","2015-06-03","within an hour","100%","0%",22,NA,10000
522180259,"f","t","f","2023-06-26","within an hour","100%","N/A",1,NA,59
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,67
431776619,"t","f","f","2021-11-13","N/A","N/A","75%",1,4.98,85
128271193,"f","t","t","2017-04-30","within an hour","100%","100%",3,4.68,65
542706656,"f","t","t","2023-10-20","within an hour","100%","96%",1,4.66,125
137958489,"f","t","t","2017-07-01","N/A","N/A","N/A",1,NA,73
439436915,"f","f","t","2022-01-07","a few days or more","0%","25%",1,5,79
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,5,57
21170120,"t","t","t","2014-09-10","within an hour","96%","52%",5,5,120
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,73
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,60
24146326,"t","t","t","2014-11-25","within a few hours","100%","17%",11,5,99
20446890,"f","t","t","2014-08-23","N/A","N/A","N/A",1,4.8,63
598718468,"f","t","f","2024-08-28","N/A","N/A","N/A",1,NA,250
3223938,"f","t","t","2012-08-11","within an hour","99%","23%",727,NA,39
19349568,"t","t","t","2014-08-02","within an hour","100%","100%",2,4.95,120
391434532,"f","t","t","2021-03-06","N/A","N/A","N/A",1,4.71,75
10593759,"f","f","t","2013-12-12","N/A","N/A","N/A",1,5,1000
2050338,"t","t","t","2012-04-01","within a day","71%","50%",3,4.84,95
143070143,"f","t","t","2017-07-28","within a few hours","96%","80%",3,NA,50
3114551,"f","t","t","2012-07-31","N/A","N/A","N/A",1,NA,NA
15442902,"f","t","t","2014-05-12","N/A","N/A","N/A",1,NA,NA
21841949,"f","t","t","2014-09-27","within an hour","100%","100%",2,4.7,50
486927614,"f","t","t","2022-11-08","N/A","N/A","N/A",2,4.5,84
317502103,"f","t","t","2019-12-14","within a day","50%","75%",1,4.77,57
581280525,"f","f","t","2024-06-03","within an hour","91%","64%",11,NA,58
29449013,"f","t","t","2015-03-16","N/A","N/A","N/A",2,NA,8403
25944182,"f","t","t","2015-01-11","within an hour","100%","80%",1,4.84,58
43908809,"f","t","t","2015-09-11","N/A","N/A","N/A",2,5,164
18600626,"t","t","t","2014-07-21","N/A","N/A","N/A",1,4.98,133
10644780,"f","t","t","2013-12-15","within a day","100%","N/A",1,NA,170
558240264,"f","t","t","2024-01-23","within a few hours","90%","90%",8,NA,68
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,421
474358101,"f","t","t","2022-08-10","N/A","N/A","N/A",1,NA,96
54294445,"f","t","t","2016-01-12","within an hour","100%","100%",1,5,250
3223938,"f","t","t","2012-08-11","within an hour","99%","23%",727,NA,39
205760,"t","t","t","2010-08-18","within an hour","100%","91%",10,5,265
591707122,"f","f","t","2024-07-23","within a few hours","93%","40%",15,NA,58
418612583,"t","t","t","2021-08-15","within an hour","100%","90%",2,4.87,90
16103110,"f","t","t","2014-05-28","within a day","100%","88%",2,NA,145
181108039,"f","t","t","2018-03-28","N/A","N/A","N/A",3,NA,650
215558006,"f","t","t","2018-09-15","within an hour","100%","0%",1,NA,100
543459877,"f","t","t","2023-10-25","within an hour","78%","79%",9,NA,48
241963980,"t","t","t","2019-02-08","within an hour","100%","93%",3,5,64
616825,"t","t","t","2011-05-23","within an hour","100%","99%",3,4.9,499
258164,"t","t","t","2010-10-10","within a few hours","100%","50%",1,4.89,125
33612342,"f","t","t","2015-05-17","within an hour","95%","99%",11,NA,80
177174475,"f","t","t","2018-03-07","within an hour","100%","100%",8,4.78,439
593330672,"f","t","f","2024-07-31","within an hour","100%","N/A",1,NA,297
584022815,"f","t","t","2024-06-17","within an hour","100%","100%",4,5,412
559997264,"f","t","t","2024-02-02","within an hour","100%","100%",14,NA,82
36630119,"t","t","t","2015-06-24","N/A","N/A","67%",1,NA,263
30045574,"t","t","t","2015-03-26","within a few hours","100%","53%",45,NA,160
153817,"t","t","t","2010-06-28","within a few hours","100%","65%",2,4.93,80
2321783,"f","t","t","2012-05-08","within a day","60%","0%",1,4.78,260
327961860,"f","t","t","2020-01-16","N/A","N/A","0%",3,4.43,56
188494770,"f","t","t","2018-05-08","N/A","N/A","N/A",1,4,NA
506112227,"t","t","t","2023-03-19","within an hour","97%","94%",2,NA,334
423356160,"f","t","t","2021-09-16","within a few hours","100%","50%",1,5,280
293827185,"t","t","t","2019-09-10","within an hour","100%","94%",1,4.5,65
487163726,"t","t","t","2022-11-10","N/A","N/A","100%",1,4.98,130
28260018,"f","t","t","2015-02-24","within an hour","100%","100%",71,4.88,69
272265577,"f","t","t","2019-06-29","within an hour","100%","100%",1,4.65,60
308529418,"f","t","t","2019-11-10","N/A","N/A","N/A",1,5,446
50084137,"f","t","t","2015-11-28","N/A","N/A","N/A",1,5,NA
18998261,"f","t","t","2014-07-27","N/A","N/A","N/A",1,NA,NA
16345024,"f","t","t","2014-06-03","N/A","N/A","N/A",1,5,NA
3554055,"f","t","t","2012-09-13","N/A","N/A","N/A",1,NA,NA
47426195,"f","t","t","2015-10-25","N/A","N/A","N/A",1,4,NA
3210626,"f","t","t","2012-08-09","N/A","N/A","N/A",1,NA,NA
18900298,"f","t","t","2014-07-26","N/A","N/A","N/A",1,NA,NA
19529891,"f","t","t","2014-08-05","N/A","N/A","N/A",1,NA,NA
22703843,"f","f","t","2014-10-19","N/A","N/A","N/A",1,5,NA
12573771,"f","t","t","2014-02-25","N/A","N/A","N/A",1,NA,NA
8595112,"f","t","t","2013-09-02","N/A","N/A","N/A",2,5,NA
13425453,"f","t","t","2014-03-23","N/A","N/A","N/A",1,NA,NA
41535999,"f","t","t","2015-08-15","N/A","N/A","N/A",1,NA,NA
29693386,"f","t","t","2015-03-20","N/A","N/A","N/A",1,5,NA
18527346,"f","t","t","2014-07-21","N/A","N/A","N/A",1,5,NA
330729840,"f","f","t","2020-01-25","N/A","N/A","N/A",1,NA,NA
68878222,"f","t","t","2016-04-25","N/A","N/A","N/A",1,NA,NA
32001723,"f","t","t","2015-04-26","N/A","N/A","N/A",1,5,NA
46109528,"f","t","t","2015-10-08","N/A","N/A","N/A",1,NA,NA
46178050,"f","f","t","2015-10-09","N/A","N/A","N/A",1,NA,NA
11427289,"f","f","t","2017-03-01","N/A","N/A","N/A",1,5,NA
36578169,"f","t","t","2015-06-23","N/A","N/A","N/A",1,NA,NA
106046570,"f","t","t","2016-12-03","N/A","N/A","N/A",1,5,NA
126420866,"f","t","t","2017-04-18","N/A","N/A","N/A",1,5,NA
169907092,"f","f","t","2018-01-25","N/A","N/A","N/A",1,NA,120
489756011,"f","t","t","2022-11-30","within a few hours","97%","81%",31,5,185
7041731,"f","t","t","2013-06-21","N/A","N/A","N/A",2,NA,NA
78704485,"f","f","t","2016-06-19","N/A","N/A","100%",1,5,NA
17770598,"f","f","f","2014-07-07","N/A","N/A","N/A",1,NA,NA
49737913,"f","t","t","2015-11-23","N/A","N/A","N/A",1,NA,NA
5291405,"f","t","t","2013-03-02","N/A","N/A","N/A",1,5,NA
106241822,"f","t","t","2016-12-05","N/A","N/A","N/A",1,5,NA
7835116,"f","t","t","2013-07-30","N/A","N/A","N/A",1,NA,NA
2727797,"f","t","t","2012-06-24","N/A","N/A","N/A",1,NA,NA
3620205,"f","t","t","2012-09-19","N/A","N/A","N/A",1,4.83,NA
125684191,"f","f","t","2017-04-13","N/A","N/A","N/A",1,5,NA
81673810,"f","t","t","2016-07-04","N/A","N/A","N/A",1,NA,NA
3595138,"f","t","t","2012-09-17","N/A","N/A","N/A",1,5,NA
137690897,"f","t","t","2017-06-29","N/A","N/A","N/A",1,4.83,NA
15529083,"f","t","t","2014-05-14","N/A","N/A","N/A",1,5,NA
225926055,"f","f","t","2018-11-15","N/A","N/A","N/A",1,5,NA
230062403,"f","t","t","2018-12-10","N/A","N/A","N/A",1,4.96,NA
145041366,"f","f","t","2017-08-08","N/A","N/A","N/A",1,NA,NA
20900568,"t","t","t","2014-09-03","within an hour","100%","100%",1,4.93,71
521861346,"t","t","t","2023-06-25","within an hour","100%","90%",1,4.95,150
249649095,"f","t","t","2019-03-18","within an hour","94%","99%",2,4.84,72
259207391,"f","t","t","2019-05-01","within a few hours","100%","0%",2,4.98,60
20309915,"t","t","t","2014-08-20","within an hour","100%","50%",1,5,NA
918668,"f","t","t","2011-08-03","N/A","N/A","N/A",1,NA,NA
103345244,"f","f","t","2016-11-11","N/A","N/A","N/A",2,NA,NA
145392038,"f","f","t","2017-08-10","N/A","N/A","N/A",1,NA,NA
9236677,"f","t","t","2013-10-05","N/A","N/A","N/A",1,NA,NA
922056,"f","t","t","2011-08-04","N/A","N/A","N/A",1,NA,NA
29470566,"f","t","t","2015-03-16","N/A","N/A","N/A",1,4.83,NA
120169401,"f","t","t","2017-03-11","N/A","N/A","N/A",1,NA,NA
351404975,"f","t","t","2020-06-22","N/A","N/A","N/A",1,NA,NA
489756011,"f","t","t","2022-11-30","within a few hours","97%","81%",31,4,142
168814318,"t","t","t","2018-01-19","within an hour","100%","100%",1,4.9,NA
174804937,"f","t","t","2018-02-22","N/A","N/A","N/A",1,NA,NA
127633170,"f","f","t","2017-04-26","N/A","N/A","N/A",1,NA,NA
401096854,"f","t","t","2021-05-11","N/A","N/A","33%",9,5,NA
106077181,"f","t","t","2016-12-03","within a few hours","100%","100%",1,5,NA
517568992,"t","t","t","2023-05-31","within an hour","100%","90%",11,5,339
95051172,"f","t","t","2016-09-13","N/A","N/A","N/A",1,NA,NA
119787924,"f","t","t","2017-03-08","N/A","N/A","N/A",1,5,NA
42979789,"f","t","t","2015-08-31","N/A","N/A","N/A",1,5,NA
28229044,"f","t","t","2015-02-23","N/A","N/A","N/A",1,NA,NA
111314249,"f","t","t","2017-01-13","N/A","N/A","N/A",1,NA,NA
301512484,"f","t","t","2019-10-10","N/A","N/A","N/A",1,5,NA
204704622,"f","t","t","2018-07-24","within a few hours","95%","69%",259,NA,NA
19342672,"f","t","t","2014-08-02","N/A","N/A","N/A",2,NA,NA
106921037,"f","f","t","2016-12-11","N/A","N/A","N/A",2,NA,NA
291562857,"f","f","t","2019-09-03","N/A","N/A","N/A",1,NA,NA
387131883,"f","f","t","2021-02-03","N/A","N/A","N/A",1,NA,120
37987441,"f","t","t","2015-07-09","within a few hours","100%","84%",2,4.89,NA
4392992,"t","f","t","2012-12-12","within an hour","100%","75%",1,4.67,NA
395798646,"t","t","t","2021-04-06","within an hour","88%","100%",2,4.8,60
